dummy,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1,1974300020,8/27/2014,4,2.5,2270,11500,1,0,0,3,8,1540,730,1967,0,98034,47.7089,-122.241,2020,10918,3.8
1,2023069054,3/18/2015,3,1.75,1160,257875,1,0,0,2,7,1160,0,1980,0,98059,47.4655,-122.072,1420,15450,3.6155
1,1109000175,5/8/2015,4,2,1950,3757,1,0,0,4,6,1160,790,1908,0,98118,47.5372,-122.269,1720,3757,3.7
1,8691400010,3/27/2015,4,3.25,3330,7809,2,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,8.3
1,2143700861,10/30/2014,2,1.75,1340,7380,1,0,0,3,6,1340,0,1940,0,98055,47.4785,-122.229,1980,9600,1.92
1,1023089085,8/4/2014,3,1.75,1850,15170,1,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175,3.9
1,6804600990,11/24/2014,4,1.75,2160,19283,2,0,0,3,8,2160,0,1981,0,98011,47.7603,-122.169,1990,9744,4.75
1,1437580480,9/18/2014,5,3.25,4260,7861,2,0,0,3,10,4260,0,2005,0,98074,47.611,-121.992,4020,7528,9.94
1,9527300200,8/25/2014,4,2.75,2190,3267,2,0,0,3,8,2190,0,2004,0,98072,47.7751,-122.168,2190,3619,4.65
1,4036800805,5/13/2014,3,1.5,1240,7735,1,0,0,4,7,1240,0,1957,0,98008,47.601,-122.122,1260,7500,5.23
1,5302400080,10/15/2014,4,2.5,2360,15008,1,0,0,3,9,1920,440,1986,0,98028,47.7363,-122.254,2680,15344,5.35
1,1389600040,12/26/2014,4,2.5,1987,6000,2,0,0,3,7,1987,0,2011,0,98001,47.2679,-122.255,1880,9589,2.55
1,4309700130,6/4/2014,3,3.25,4720,32467,2,0,2,3,10,3190,1530,1998,0,98059,47.508,-122.113,3260,26386,8.6
1,6073200010,6/26/2014,3,1,1210,9622,1,0,1,3,8,1210,0,1955,2009,98006,47.5728,-122.179,1580,9714,6.6
1,8141300300,2/7/2015,4,2.5,2019,4435,2,0,3,3,8,2019,0,2008,0,98022,47.1958,-121.974,1950,4800,2.93
1,8899200110,6/3/2014,3,2,1530,8700,1,0,0,4,7,1530,0,1970,0,98055,47.4529,-122.207,1960,7600,2.35
1,7504020670,5/20/2014,5,2.25,2890,12478,2,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,5.98
1,3298700426,7/9/2014,3,1,990,4440,1,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,2.2655
1,114100155,6/27/2014,2,2.25,1330,10838,2,0,0,3,8,1330,0,1985,0,98028,47.7689,-122.241,1390,10310,3.55
1,5589300361,9/2/2014,3,1.5,1610,8375,2,0,0,3,7,1610,0,1927,0,98155,47.7527,-122.306,1610,9107,2.7
1,4400200057,2/21/2015,3,3.5,2050,2020,2,0,0,3,8,1520,530,2006,0,98112,47.6235,-122.306,1230,3640,7.61
1,9842300036,10/8/2014,3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,98126,47.5301,-122.381,1120,4166,4.15885
1,2525049086,10/3/2014,4,3.25,3990,18115,2,0,0,4,11,3990,0,1989,0,98039,47.6177,-122.229,3450,16087,27.2
1,7304300906,6/13/2014,3,1,1280,8184,1.5,0,0,4,6,1280,0,1947,0,98155,47.7467,-122.319,1120,8184,3.04
1,1825069072,4/30/2015,3,2.5,3630,9475,2,0,0,3,11,3630,0,1999,0,98074,47.6544,-122.085,3250,11605,9.64
1,7579200600,4/28/2015,3,2,1750,5750,1,0,2,5,7,870,880,1956,0,98116,47.5579,-122.384,1750,5750,5.75
1,293600080,6/17/2014,4,2.25,1930,7207,1,0,0,4,7,1360,570,1988,0,98030,47.3783,-122.182,1760,7207,2.8
1,1842200040,7/1/2014,3,1.5,1300,19163,1,0,0,3,7,1300,0,1964,0,98052,47.6686,-122.153,1590,9744,4.25
1,9212900300,3/4/2015,2,1,950,6000,1,0,0,3,7,950,0,1942,0,98115,47.6897,-122.294,1440,6000,4.92
1,7986400360,7/17/2014,5,1.5,2160,5000,1.5,0,2,4,8,2160,0,1926,0,98107,47.6645,-122.36,1450,4265,7.7
1,1822300040,5/7/2014,2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,98144,47.588,-122.304,1340,1213,4.2
1,9510970530,4/24/2015,3,2.5,2120,3600,2,0,0,3,9,2120,0,2005,0,98052,47.6649,-122.082,2540,4592,6.8
1,6705870080,11/21/2014,4,2.5,2990,5122,2,0,0,3,8,2990,0,2004,0,98075,47.5773,-122.055,3140,7875,6.0
1,1423089162,10/31/2014,3,2.5,1670,22703,1,0,0,3,7,1310,360,1988,0,98045,47.4708,-121.756,1510,16817,4.159
1,6388930170,4/8/2015,4,2.5,2070,11286,2,0,0,3,8,2070,0,1996,0,98056,47.5284,-122.173,2440,10826,6.35
1,5101406536,10/28/2014,2,1,1340,7250,1,0,0,4,7,1340,0,1951,0,98125,47.7015,-122.32,1450,7026,4.5
1,1152700090,12/18/2014,4,2.5,2650,5880,2,0,0,3,9,2650,0,2005,0,98042,47.3509,-122.165,2610,6490,3.29
1,9468200175,11/14/2014,3,2,1660,3600,1,0,0,3,7,1000,660,1939,2006,98103,47.6789,-122.351,1700,4356,6.355
1,4458300190,4/24/2015,3,2.5,1690,10592,1,0,0,3,8,1690,0,1973,2009,98040,47.58,-122.231,2260,9945,8.75
1,7972603950,1/2/2015,2,1,750,6480,1,0,0,3,6,750,0,1943,0,98106,47.5195,-122.35,1050,6390,2.38
1,4305600040,5/5/2014,4,2.5,2910,6338,2,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877,5.49
1,5147600105,7/21/2014,2,1,740,6460,1,0,0,3,6,740,0,1953,0,98146,47.5077,-122.344,1170,6975,1.785
1,6204200170,7/9/2014,4,2.75,2910,6308,1,0,0,3,8,1640,1270,1985,0,98011,47.7352,-122.201,1970,7127,5.25
1,1951800580,10/24/2014,4,2.5,3700,12500,1,0,0,5,8,1920,1780,1973,0,98006,47.5403,-122.168,2020,8350,5.9
1,4040800360,9/23/2014,3,1.75,1230,10005,1,0,0,4,7,1230,0,1963,0,98008,47.621,-122.114,1530,8560,4.2
1,1560920370,11/7/2014,3,2.25,2900,35273,2,0,0,3,9,2900,0,1986,0,98038,47.4013,-122.03,2510,38487,4.85
1,2768300650,12/1/2014,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,1550,1558,4.53
1,7550800195,7/30/2014,4,1.5,1580,5000,1.5,0,0,3,7,1390,190,1945,0,98107,47.6735,-122.393,1580,5000,5.35
1,1722059222,11/20/2014,3,1.5,1550,40752,1,0,0,5,7,1550,0,1954,0,98031,47.394,-122.202,1550,8000,3.5
1,2725079018,5/9/2014,4,3.25,3540,159430,2,0,0,3,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040,8.0
1,1250200600,4/8/2015,3,1,1240,3600,1.5,0,0,3,7,1240,0,1902,0,98144,47.5986,-122.298,1680,3600,3.9
1,2212500430,8/14/2014,5,2.5,2500,13034,1,0,0,3,7,1300,1200,1962,0,98092,47.3343,-122.194,2440,13300,3.23
1,5104510010,7/1/2014,4,2.5,1830,9601,2,0,0,3,7,1830,0,2003,0,98038,47.3541,-122.015,1830,5892,3.21
1,3343902650,12/17/2014,2,1.75,1700,18000,1,0,0,3,8,1700,0,1972,0,98056,47.5066,-122.194,1700,8225,2.9
1,3578401760,8/20/2014,3,2,1320,10720,2,0,0,3,8,1320,0,1981,0,98074,47.6203,-122.037,1910,13639,3.93
1,8700120270,12/10/2014,4,2.5,1850,6037,2,0,0,3,7,1850,0,1991,0,98030,47.359,-122.191,1860,6037,2.78
1,1710400005,11/19/2014,3,2,1770,1800,3,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,1890,3200,6.9
1,4092302096,3/25/2015,3,2.5,1270,1062,2,0,0,3,8,1060,210,2008,0,98105,47.6568,-122.321,1260,1112,4.33
1,8562901910,7/30/2014,3,2.5,2590,21494,2,0,0,4,8,2590,0,1991,0,98074,47.6139,-122.061,2590,10720,8.15
1,662310400,10/17/2014,4,3,3590,8249,2,0,0,3,9,3590,0,1997,0,98023,47.2846,-122.341,2860,7995,5.15
1,1787250210,12/22/2014,4,2.75,2410,5225,2,0,0,3,8,2410,0,2001,0,98058,47.4244,-122.151,2300,5378,3.79
1,6681500205,5/4/2015,4,2.25,1900,5000,1,0,0,3,7,1400,500,1963,0,98199,47.6456,-122.387,1710,4994,6.585
1,7714000310,7/19/2014,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3557,-122.026,2850,4650,3.7495
1,3972900160,4/3/2015,4,2,1580,6250,1,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250,1.9
1,6600220380,5/31/2014,5,2.75,2080,13189,2,0,0,3,8,2080,0,1987,0,98074,47.6288,-122.031,2030,11847,5.38888
1,7972000010,10/21/2014,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633,1.95
1,6855100010,9/23/2014,3,2.5,2400,9601,1,0,0,5,7,1390,1010,1977,0,98034,47.7256,-122.211,2010,9943,5.05
1,6065300330,6/20/2014,3,2.25,3230,17833,2,0,0,4,9,3230,0,1973,0,98006,47.5683,-122.188,3690,17162,21.1
1,8864000970,12/4/2014,4,1,1360,6000,1,0,0,4,6,1020,340,1944,0,98168,47.4783,-122.285,1230,6000,2.735
1,7258200060,12/29/2014,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,0,98168,47.5141,-122.316,1380,7800,3.2
1,8825900020,8/11/2014,5,3,2710,4200,2,0,0,3,7,1890,820,1919,2014,98115,47.6754,-122.307,2150,4200,9.25
1,3025049028,12/16/2014,2,1.5,1800,4500,1,0,2,3,7,1000,800,1942,0,98109,47.6305,-122.347,2270,3840,9.3
1,9422400035,9/12/2014,2,2,2090,6000,2,0,1,3,7,2090,0,1918,1985,98116,47.5732,-122.413,1600,5400,4.775
1,7923200150,9/15/2014,4,1.75,2230,7957,1,0,0,4,7,2230,0,1967,0,98008,47.5859,-122.122,2230,8040,5.37
1,2025700260,3/25/2015,3,2.25,1490,7589,2,0,0,3,7,1490,0,1993,0,98038,47.3474,-122.037,1510,6603,2.595
1,2323069053,4/17/2015,4,1.75,2480,60548,1,0,0,4,7,1600,880,1968,0,98027,47.4722,-122.001,2390,90169,4.2
1,59000201,5/5/2015,1,1,1940,6300,1,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300,6.11206
1,5561300380,8/7/2014,4,2.5,2500,36254,1,0,0,4,8,1590,910,1978,0,98027,47.4685,-122.004,2360,36254,4.5
1,6791000280,7/14/2014,3,1.75,1650,9600,1,0,0,4,7,1650,0,1977,0,98075,47.5779,-122.044,2040,12220,4.76
1,8691391090,5/8/2014,4,2.5,3290,6465,2,0,0,3,9,3290,0,2002,0,98075,47.5981,-121.976,3100,5929,7.165
1,1974200060,4/24/2015,4,2.5,2400,10070,1,0,0,3,7,1510,890,1967,0,98034,47.7104,-122.24,2030,9964,5.25
1,7805450040,3/16/2015,5,3.25,3740,11536,2,0,0,4,9,2540,1200,1984,0,98006,47.5599,-122.108,2920,11258,9.15557
1,1562200380,9/16/2014,4,1.75,1740,8800,1,0,0,4,8,1740,0,1965,0,98007,47.6232,-122.142,2180,8436,5.6
1,624069050,4/7/2015,4,3.5,5370,323215,2,0,0,3,10,5370,0,2002,0,98075,47.6003,-122.076,3780,9891,15.7
1,7614100080,2/11/2015,3,1.75,1270,8991,2,0,0,3,7,1270,0,1981,0,98042,47.3563,-122.149,1270,8993,1.4
1,9550202140,11/17/2014,4,3.75,3490,5625,2,0,0,3,9,2610,880,2014,0,98103,47.6685,-122.332,1940,5000,13.1
1,2310000280,12/11/2014,3,2.25,1620,6415,2,0,0,4,7,1620,0,1989,0,98038,47.3577,-122.038,1640,7253,2.75
1,2895800770,4/8/2015,2,1.75,1290,1624,2,0,0,3,8,1290,0,2014,0,98106,47.5171,-122.347,1410,1963,2.588
1,2625069038,11/24/2014,4,3.5,4300,108865,2,0,0,3,11,4300,0,2014,0,98074,47.6258,-122.005,4650,107498,14.5
1,8680500220,12/3/2014,3,2.5,2100,12338,2,0,0,3,9,2100,0,1997,0,98072,47.7412,-122.168,2320,6257,5.219
1,9828200460,6/27/2014,2,1,700,4800,1,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800,2.6
1,9323000010,4/16/2015,4,2.5,2670,8279,2,0,0,3,7,2670,0,1999,0,98148,47.4292,-122.328,2290,7504,4.15
1,923049400,11/19/2014,2,1,1390,11340,1,0,0,4,7,1390,0,1969,0,98168,47.4969,-122.3,1200,10224,1.85
1,2597520790,4/23/2015,3,2.5,2310,11993,2,0,0,3,9,2310,0,1988,0,98006,47.5438,-122.139,2830,10031,7.65
1,1702901340,6/13/2014,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500,7.185
1,259601010,4/14/2015,3,1,1250,7200,1,0,0,3,7,1250,0,1964,0,98008,47.6342,-122.12,1430,7400,4.85
1,3336500190,1/30/2015,3,2.5,1670,4020,2,0,0,3,7,1670,0,2009,0,98118,47.53,-122.268,1670,4020,2.52
1,1423900080,12/18/2014,4,1.75,1360,7700,1,0,0,4,7,1360,0,1966,0,98058,47.4558,-122.177,1321,7756,2.6
1,3629860160,10/28/2014,3,2.5,3760,5260,2,0,0,3,9,3230,530,2002,0,98029,47.5489,-122.007,3080,5312,8.25
1,597000195,2/3/2015,3,1.75,1460,4000,1,0,2,4,7,730,730,1929,0,98144,47.5768,-122.307,1360,4000,5.272
1,5647900120,6/13/2014,4,2.5,1930,8660,1,0,0,3,7,1120,810,1981,0,98001,47.3261,-122.26,1830,9591,2.506
1,2068500210,4/9/2015,3,1,1140,9779,1,0,0,3,7,1140,0,1963,0,98055,47.424,-122.201,1520,9814,2.343
1,6362900172,9/23/2014,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1460,4.9995
1,3574801720,10/22/2014,3,1.75,1470,6682,1,0,0,3,7,1470,0,1987,0,98034,47.7315,-122.226,1790,7379,4.0
1,7338000730,7/28/2014,3,1.5,1280,5547,2,0,0,4,6,1280,0,1985,0,98002,47.3344,-122.215,1150,4500,1.67
1,1689400375,8/5/2014,4,3.25,3100,3900,2,0,2,5,9,2090,1010,1923,0,98109,47.6385,-122.348,2110,3900,14.5
1,1442880380,7/30/2014,3,2.5,2340,5171,2,0,0,3,8,2340,0,2013,0,98045,47.4832,-121.772,2790,5684,4.3999
1,2973800030,7/21/2014,3,1,1030,6600,1,0,0,3,7,1030,0,1954,0,98146,47.4941,-122.34,1220,9040,1.75
1,7609700065,6/30/2014,3,1,960,8855,1,0,0,4,7,960,0,1958,0,98155,47.7689,-122.328,1250,8855,3.4981
1,9557300080,8/22/2014,4,1.75,1930,7245,1,0,0,4,8,1510,420,1972,0,98008,47.6396,-122.112,1880,7245,5.88
1,3425059076,9/22/2014,2,3.25,3000,24004,1,0,0,3,10,2410,590,1952,0,98005,47.611,-122.157,4270,24506,7.8
1,2122049038,3/2/2015,2,1,2180,12875,1,0,0,3,7,1480,700,1959,0,98198,47.3757,-122.303,1800,7447,2.75
1,7986400265,10/29/2014,5,3,2370,6000,1.5,0,2,3,8,1340,1030,1926,2003,98107,47.6645,-122.358,1350,4500,7.7
1,1088100450,7/25/2014,5,4,4590,35046,2,0,0,3,10,4590,0,2008,0,98033,47.6647,-122.16,3350,35857,17.2
1,5652601330,6/4/2014,3,1.5,1020,9072,1,0,0,3,7,920,100,1930,0,98115,47.695,-122.301,1620,7930,4.89
1,9332800020,7/15/2014,4,2.25,2290,10409,2,0,0,3,8,2290,0,1972,0,98005,47.6351,-122.168,2040,10409,7.45
1,3365900041,1/21/2015,3,1.5,2010,10100,1,0,0,4,7,1110,900,1964,0,98168,47.4738,-122.266,1900,10100,3.19
1,8835400290,3/9/2015,4,2.5,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,47.5483,-122.261,2050,7500,7.52
1,7852130080,9/25/2014,3,2.5,2600,4724,2,0,0,3,7,2600,0,2002,0,98065,47.5359,-121.878,2400,4724,4.445
1,2826049098,12/4/2014,4,2.5,2280,14290,1.5,0,0,4,7,1510,770,1942,0,98125,47.7054,-122.297,2140,9890,6.221
1,5739601300,3/30/2015,2,1,860,6510,1,0,0,3,7,860,0,1952,0,98004,47.6021,-122.202,1740,10800,6.05
1,8961970190,5/12/2014,4,2.5,3040,6887,2,0,0,3,8,3040,0,1999,0,98074,47.6073,-122.015,2790,7196,6.47
1,1489300215,10/13/2014,4,3.25,3330,9000,2,0,0,3,9,2870,460,2004,0,98033,47.6836,-122.208,2550,6349,12.1
1,1775920350,11/24/2014,3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632,3.23
1,2141310540,5/6/2015,5,2.5,3020,9648,1,0,2,4,9,1980,1040,1977,0,98006,47.5586,-122.134,2890,12598,9.75
1,3303700376,12/1/2014,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,6.67
1,2923039243,11/13/2014,4,1,1200,11834,1,1,3,3,6,1200,0,1972,0,98070,47.4557,-122.443,1670,47462,3.4
1,393000045,12/26/2014,5,1.75,3700,9140,1,0,0,3,8,1850,1850,1957,0,98178,47.5086,-122.258,2190,6720,4.15
1,8078460810,12/10/2014,4,2.5,2580,7465,2,0,0,3,8,2580,0,1993,0,98074,47.6319,-122.022,2350,7596,6.2
1,2215450060,12/23/2014,3,2.5,2200,7201,2,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240,3.02495
1,8562770490,3/30/2015,3,2.5,2140,2867,2,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2280,2836,5.71
1,2826049023,7/29/2014,3,2.25,1880,7989,1,0,0,3,7,1280,600,1982,0,98125,47.7077,-122.299,1820,7414,4.4
1,9542840410,11/8/2014,4,2.25,1870,4198,2,0,0,3,7,1870,0,2008,0,98038,47.3657,-122.021,1870,4184,3.13999
1,6147650430,4/7/2015,4,2.5,3130,5200,2,0,0,3,7,3130,0,2005,0,98042,47.3828,-122.098,3020,5200,3.2
1,8029200190,11/7/2014,3,1,1280,7198,1,0,0,5,6,1280,0,1916,1983,98022,47.2094,-121.996,1260,7198,2.27
1,1232000950,3/12/2015,3,1,1110,4800,1.5,0,0,3,7,1110,0,1946,0,98117,47.6857,-122.378,1510,4320,5.32
1,2323069022,1/15/2015,2,1,1800,119790,1,0,0,4,7,1200,600,1947,1977,98027,47.4617,-122.012,2320,79208,3.9
1,2113700205,7/3/2014,4,1,1200,6000,1.5,0,0,3,6,1200,0,1923,0,98106,47.5307,-122.352,950,4000,2.2
1,7215730590,9/2/2014,4,3.5,3150,6175,2,0,0,3,9,3150,0,2001,0,98075,47.5966,-122.017,3150,6986,7.0
1,3023049256,6/4/2014,3,1,1240,11108,1,0,0,4,7,1240,0,1952,0,98166,47.4465,-122.354,2220,16533,3.9
1,1176001123,2/6/2015,3,2.5,1510,1493,3,0,0,3,8,1510,0,2014,0,98107,47.669,-122.402,1530,1357,5.9995
1,8825900310,12/11/2014,4,2.5,2030,4080,1.5,0,0,4,8,1730,300,1921,0,98115,47.6753,-122.311,1980,4080,7.3
1,1775500310,1/21/2015,4,1.75,3060,94089,1,0,0,3,8,3060,0,1958,0,98072,47.744,-122.087,2180,43995,4.55
1,3024059149,11/12/2014,4,2.25,3240,12930,2,0,0,4,9,2730,510,1968,0,98040,47.5373,-122.22,2610,12884,10.7
1,8955800045,5/12/2015,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,0,98042,47.3628,-122.147,2590,13048,5.3
1,2493200370,11/12/2014,2,1.75,1550,4257,1,0,3,3,7,830,720,1953,0,98136,47.5274,-122.384,1920,5100,4.15
1,1254201106,8/29/2014,3,1.5,1580,3172,1,0,0,4,8,900,680,1946,0,98117,47.6796,-122.393,1580,5000,5.245
1,3013300085,5/15/2014,4,3,1980,5352,2.5,0,0,3,8,1980,0,1941,2005,98136,47.532,-122.385,1680,5352,7.44
1,2009000830,7/8/2014,4,3.5,3440,6000,2,0,0,4,8,3440,0,2002,0,98198,47.4077,-122.331,1660,7800,4.55
1,2815600215,11/18/2014,2,2,1540,7290,2,0,0,3,7,1540,0,1948,1983,98136,47.551,-122.395,1540,7072,4.625
1,1796370590,3/5/2015,3,2,1490,7599,1,0,0,3,7,1490,0,1990,0,98042,47.3687,-122.088,1560,7710,2.55
1,6822100750,5/8/2015,3,1.75,1500,6000,1,0,0,5,7,850,650,1940,0,98199,47.6474,-122.402,1700,6000,7.0
1,7971300050,7/10/2014,3,2,2320,10960,1,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960,6.575
1,5300200050,7/29/2014,4,2.75,2230,10160,1,0,0,3,7,1400,830,1968,0,98168,47.5123,-122.32,1740,10080,2.8
1,1446403835,11/3/2014,2,1,790,7128,1,0,0,3,6,790,0,1944,0,98168,47.4873,-122.324,1110,7150,1.89
1,3449800010,3/9/2015,4,3.25,3160,8876,2,0,0,3,9,2460,700,1997,0,98056,47.5153,-122.178,2900,10000,5.58
1,7133300380,2/9/2015,4,2.5,2500,4000,2,0,0,3,8,2500,0,2014,0,98144,47.5902,-122.311,1480,4300,6.35
1,586470350,4/3/2015,3,2.5,2430,5715,2,0,0,3,7,2430,0,1999,0,98030,47.3718,-122.168,3040,5702,3.42
1,1221000490,11/13/2014,4,2,2470,1831,2,0,0,3,7,1970,500,2009,0,98166,47.4645,-122.337,1310,7500,3.05
1,844000425,12/23/2014,3,1,960,10815,1,0,0,5,5,960,0,1900,0,98010,47.3091,-122.006,1330,10815,1.99999
1,1732800175,6/30/2014,3,2.5,2650,2387,2,0,0,3,8,1830,820,1920,0,98119,47.6315,-122.362,1870,2216,8.5
1,1509700050,5/23/2014,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,0,98030,47.3834,-122.168,2130,7662,3.0
1,7015200790,6/24/2014,3,1.5,1820,5756,1.5,0,0,3,7,1640,180,1946,0,98119,47.6479,-122.367,1760,6169,6.835
1,9477201530,4/23/2015,3,2.25,1480,7565,1,0,0,3,7,1220,260,1977,0,98034,47.7288,-122.191,1660,7565,4.39
1,8648220150,5/7/2014,3,1.75,1640,10762,1,0,0,3,7,1130,510,1988,0,98042,47.3586,-122.074,1680,10259,2.265
1,239000115,4/8/2015,2,1.75,2330,7280,1,0,0,3,7,1450,880,1982,0,98188,47.4282,-122.28,1830,12178,5.35
1,8725950020,8/27/2014,2,1.75,1570,1207,3,0,0,3,9,1570,0,2007,0,98004,47.6215,-122.201,1570,1206,6.95
1,3760000030,10/30/2014,5,2.5,2820,14062,2,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392,6.6995
1,7760600110,10/27/2014,3,1.5,1690,9600,1,0,0,3,7,1210,480,1976,0,98038,47.3857,-122.079,1450,9647,2.12
1,5126300650,2/25/2015,3,2.5,2950,6545,2,0,0,3,8,2950,0,2003,0,98059,47.4828,-122.139,2400,6550,4.82
1,1623059092,5/9/2014,3,2,1690,9583,1,0,0,4,7,1690,0,1969,0,98059,47.4825,-122.164,1690,9583,2.7
1,2523039282,11/21/2014,2,1,1420,21158,1,0,0,3,7,1420,0,1953,0,98166,47.4594,-122.359,1220,8625,2.5
1,9301300215,6/17/2014,3,3.25,2420,1923,2,0,2,3,10,1840,580,2006,0,98109,47.637,-122.341,1840,2890,10.1
1,8079040300,2/18/2015,4,2.5,2170,7533,2,0,0,3,8,2170,0,1991,0,98059,47.5057,-122.149,2170,8728,4.605
1,2112700845,5/28/2014,3,1.75,1300,4127,1,0,0,4,6,650,650,1918,1953,98106,47.5353,-122.352,1420,4000,2.7
1,2600000050,8/27/2014,3,2.25,2430,8327,1,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427,6.9
1,9284801845,8/5/2014,3,1.5,1060,5750,1,0,2,4,7,1060,0,1981,0,98126,47.5512,-122.371,1060,5750,3.54
1,4219400555,11/24/2014,3,2.5,2280,5000,2,0,3,4,9,2280,0,1926,0,98105,47.6574,-122.278,2200,5000,13.3
1,955000060,9/30/2014,2,2,1690,4200,2,0,0,3,7,1690,0,1906,0,98112,47.621,-122.303,1540,4200,4.625
1,3959401284,6/26/2014,3,1.5,2120,6290,1,0,0,4,8,1220,900,1949,0,98108,47.5658,-122.318,1620,5400,4.4
1,9126100815,12/17/2014,3,2,1560,1156,3,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728,5.0
1,4459800070,7/18/2014,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1928,0,98103,47.6901,-122.339,1470,4923,6.79
1,8029550180,3/25/2015,4,2.5,2240,4616,2,0,0,3,7,1840,400,2001,0,98056,47.5118,-122.194,2260,5200,4.5
1,8732020770,9/4/2014,4,2.25,2300,7524,2,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2270,8025,2.6385
1,2896400300,3/19/2015,4,2.25,1780,2684,2,0,0,3,7,1780,0,2002,0,98072,47.7642,-122.149,1670,2426,4.35
1,3031200230,2/26/2015,3,1,2480,8906,1,0,0,3,7,1240,1240,1969,0,98118,47.5366,-122.289,1800,8906,3.5
1,2568300210,6/28/2014,5,2.5,2670,16777,1.5,0,0,4,7,1620,1050,1920,0,98125,47.7015,-122.301,1610,8227,5.85
1,8712100605,10/28/2014,4,2.25,2100,3671,1.5,0,0,3,8,1750,350,1929,0,98112,47.6359,-122.3,1800,4560,8.4
1,1310440590,4/13/2015,3,2.5,2290,6302,2,0,0,3,9,2290,0,1997,0,98058,47.435,-122.107,2700,7500,4.4
1,7852170140,5/10/2015,4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335,6.5
1,2787700150,4/22/2015,4,2.5,2030,7210,1,0,0,5,7,1330,700,1969,0,98059,47.5067,-122.16,1980,7560,3.65
1,952000495,4/2/2015,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1926,0,98126,47.5671,-122.378,1740,5750,5.98
1,6852700412,9/19/2014,3,3.5,1560,1490,2,0,0,3,8,1240,320,1995,0,98102,47.6248,-122.319,1560,1662,6.25
1,8701600510,4/14/2015,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950,7.0
1,1148000005,6/23/2014,3,1.75,1270,8100,1,0,0,3,6,880,390,1950,0,98146,47.4828,-122.344,1650,8173,3.46
1,6929600945,8/25/2014,4,1.5,1930,15000,1,0,0,5,7,1930,0,1946,0,98198,47.3864,-122.312,1620,7500,2.7
1,9287800135,7/14/2014,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,0,98103,47.6742,-122.356,2070,5000,11.1
1,7010700308,11/12/2014,4,3.25,3610,4000,2,0,0,3,9,2640,970,2007,0,98199,47.658,-122.396,1980,4000,10.1
1,4022906531,8/6/2014,3,2.5,2370,16455,1,0,0,5,7,1640,730,1959,0,98155,47.7634,-122.277,2170,15551,5.4
1,4139430310,4/19/2015,3,2.5,3090,10940,2,0,2,3,10,3090,0,1992,0,98006,47.5492,-122.119,3410,12157,9.38
1,1932300075,9/10/2014,2,1,1050,5900,1,0,0,3,7,1050,0,1950,0,98126,47.5326,-122.376,1280,5900,2.45
1,937000280,2/20/2015,4,1,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,1.99
